Date,Price,Load_F,Gen_F_Tot,Gen_F_Sol,Gen_F_W_ON
2020-01-01 00:00:00,41.88,23320.0,20957.0,16.0,1486.0
2020-01-01 01:00:00,38.6,22592.0,20383.0,13.0,1543.0
2020-01-01 02:00:00,36.55,21332.0,20218.0,11.0,1595.0
2020-01-01 03:00:00,32.32,20103.0,20510.0,9.0,1621.0
2020-01-01 04:00:00,30.85,19371.0,20809.0,11.0,1632.0
2020-01-01 05:00:00,30.14,19215.0,20710.0,11.0,1666.0
2020-01-01 06:00:00,30.17,19483.0,20823.0,11.0,1679.0
2020-01-01 07:00:00,30.0,19956.0,20847.0,11.0,1568.0
2020-01-01 08:00:00,30.65,19824.0,20917.0,77.0,1426.0
2020-01-01 09:00:00,30.65,19830.0,21608.0,867.0,1301.0
2020-01-01 10:00:00,30.27,21115.0,22902.0,2399.0,1104.0
2020-01-01 11:00:00,30.34,22392.0,24027.0,3676.0,937.0
2020-01-01 12:00:00,30.99,23063.0,24904.0,4472.0,828.0
2020-01-01 13:00:00,30.04,23941.0,24700.0,4845.0,787.0
2020-01-01 14:00:00,30.75,24088.0,24506.0,4774.0,759.0
2020-01-01 15:00:00,32.11,23077.0,24260.0,4366.0,659.0
2020-01-01 16:00:00,35.98,22493.0,22950.0,3124.0,713.0
2020-01-01 17:00:00,40.4,22990.0,22014.0,1242.0,817.0
2020-01-01 18:00:00,44.05,25260.0,21989.0,206.0,893.0
2020-01-01 19:00:00,46.16,26317.0,22550.0,39.0,1056.0
2020-01-01 20:00:00,44.02,27446.0,22272.0,40.0,1219.0
2020-01-01 21:00:00,45.6,27675.0,22718.0,35.0,1400.0
2020-01-01 22:00:00,42.9,26984.0,21984.0,28.0,1601.0
2020-01-01 23:00:00,37.55,24596.0,20992.0,30.0,1804.0
2020-01-02 00:00:00,35.4,22296.0,20915.0,26.0,1777.0
2020-01-02 01:00:00,31.98,20452.0,21180.0,20.0,1912.0
2020-01-02 02:00:00,30.5,19273.0,21404.0,5.0,2073.0
2020-01-02 03:00:00,28.79,18822.0,21502.0,9.0,2120.0
2020-01-02 04:00:00,28.42,18822.0,21654.0,9.0,2270.0
2020-01-02 05:00:00,28.75,19760.0,21877.0,8.0,2429.0
2020-01-02 06:00:00,34.16,22708.0,22113.0,8.0,2538.0
2020-01-02 07:00:00,42.07,26468.0,24388.0,8.0,2666.0
2020-01-02 08:00:00,44.89,29779.0,26148.0,67.0,2827.0
2020-01-02 09:00:00,45.26,32067.0,28260.0,724.0,3030.0
2020-01-02 10:00:00,45.57,33644.0,30250.0,2069.0,3050.0
2020-01-02 11:00:00,45.09,34358.0,31570.0,3249.0,2989.0
2020-01-02 12:00:00,45.16,34690.0,32232.0,4047.0,2845.0
2020-01-02 13:00:00,44.9,34273.0,32053.0,4499.0,2826.0
2020-01-02 14:00:00,44.06,33091.0,31503.0,4504.0,2812.0
2020-01-02 15:00:00,43.94,32210.0,31012.0,4116.0,2885.0
2020-01-02 16:00:00,44.37,31796.0,30384.0,2989.0,3148.0
2020-01-02 17:00:00,46.05,32237.0,30300.0,1219.0,3455.0
2020-01-02 18:00:00,46.72,33400.0,29889.0,199.0,3762.0
2020-01-02 19:00:00,46.11,33732.0,29873.0,26.0,3936.0
2020-01-02 20:00:00,43.7,34029.0,28775.0,30.0,4096.0
2020-01-02 21:00:00,42.0,33544.0,28375.0,24.0,4173.0
2020-01-02 22:00:00,38.6,31551.0,26240.0,22.0,4193.0
2020-01-02 23:00:00,33.39,28498.0,25000.0,18.0,4212.0
2020-01-03 00:00:00,32.05,26391.0,24700.0,21.0,4066.0
2020-01-03 01:00:00,30.75,24231.0,23938.0,14.0,4068.0
2020-01-03 02:00:00,29.97,23066.0,23086.0,9.0,3990.0
2020-01-03 03:00:00,29.8,22518.0,22797.0,8.0,4005.0
2020-01-03 04:00:00,29.74,22471.0,22726.0,9.0,3966.0
2020-01-03 05:00:00,29.87,23213.0,22744.0,8.0,3974.0
2020-01-03 06:00:00,31.21,25487.0,23459.0,8.0,4020.0
2020-01-03 07:00:00,36.73,28903.0,23967.0,8.0,3747.0
2020-01-03 08:00:00,42.9,31835.0,25621.0,46.0,3384.0
2020-01-03 09:00:00,46.0,34064.0,27028.0,712.0,3089.0
2020-01-03 10:00:00,47.23,35337.0,28176.0,1889.0,2626.0
2020-01-03 11:00:00,46.03,35439.0,28370.0,2822.0,2229.0
2020-01-03 12:00:00,44.9,35228.0,28064.0,3360.0,1974.0
2020-01-03 13:00:00,44.44,34801.0,28162.0,3547.0,2212.0
2020-01-03 14:00:00,41.19,33648.0,27969.0,3431.0,2514.0
2020-01-03 15:00:00,39.5,32589.0,27095.0,2951.0,2754.0
2020-01-03 16:00:00,39.5,32192.0,26485.0,2080.0,3205.0
2020-01-03 17:00:00,43.51,32373.0,27223.0,794.0,3717.0
2020-01-03 18:00:00,45.2,33630.0,27217.0,117.0,4344.0
2020-01-03 19:00:00,46.9,34032.0,28080.0,19.0,4587.0
2020-01-03 20:00:00,46.23,34045.0,28248.0,21.0,4781.0
2020-01-03 21:00:00,44.5,33540.0,27859.0,18.0,4929.0
2020-01-03 22:00:00,40.5,31680.0,26892.0,16.0,4857.0
2020-01-03 23:00:00,39.5,29142.0,25217.0,13.0,4797.0
2020-01-04 00:00:00,38.01,26277.0,23883.0,7.0,4304.0
2020-01-04 01:00:00,32.05,24088.0,23242.0,0.0,4312.0
2020-01-04 02:00:00,31.0,22550.0,23151.0,7.0,4277.0
2020-01-04 03:00:00,30.2,21682.0,22929.0,7.0,4412.0
2020-01-04 04:00:00,29.85,21353.0,22884.0,8.0,4495.0
2020-01-04 05:00:00,29.84,21321.0,22929.0,8.0,4800.0
2020-01-04 06:00:00,30.1,21942.0,23187.0,8.0,5003.0
2020-01-04 07:00:00,30.75,23108.0,23876.0,8.0,5071.0
2020-01-04 08:00:00,31.83,25226.0,24376.0,94.0,5011.0
2020-01-04 09:00:00,36.67,28227.0,25960.0,839.0,5060.0
2020-01-04 10:00:00,39.57,30684.0,27853.0,2346.0,4902.0
2020-01-04 11:00:00,36.11,31137.0,28661.0,3593.0,4768.0
2020-01-04 12:00:00,34.77,31042.0,29119.0,4438.0,4783.0
2020-01-04 13:00:00,32.07,31068.0,29136.0,4796.0,4779.0
2020-01-04 14:00:00,31.83,30423.0,28762.0,4720.0,4719.0
2020-01-04 15:00:00,31.95,29134.0,28257.0,4324.0,4621.0
2020-01-04 16:00:00,32.25,28303.0,26955.0,3111.0,4866.0
2020-01-04 17:00:00,41.81,28245.0,26836.0,1327.0,5257.0
2020-01-04 18:00:00,44.24,29837.0,26333.0,239.0,5691.0
2020-01-04 19:00:00,44.0,30672.0,26517.0,29.0,5743.0
2020-01-04 20:00:00,44.44,31304.0,26269.0,30.0,5712.0
2020-01-04 21:00:00,44.43,31197.0,26222.0,24.0,5587.0
2020-01-04 22:00:00,40.38,29743.0,25442.0,21.0,5263.0
2020-01-04 23:00:00,37.95,27492.0,24726.0,17.0,4995.0
2020-01-05 00:00:00,33.1,25539.0,23956.0,12.0,1336.0
2020-01-05 01:00:00,32.28,23317.0,22946.0,5.0,1336.0
2020-01-05 02:00:00,31.18,21669.0,22620.0,8.0,1336.0
2020-01-05 03:00:00,30.1,20775.0,21698.0,7.0,1336.0
2020-01-05 04:00:00,29.96,20513.0,21362.0,8.0,1336.0
2020-01-05 05:00:00,29.88,20590.0,21149.0,8.0,1336.0
2020-01-05 06:00:00,30.38,21123.0,21262.0,8.0,1336.0
2020-01-05 07:00:00,31.15,22026.0,21800.0,8.0,1336.0
2020-01-05 08:00:00,32.09,23164.0,21768.0,107.0,1336.0
2020-01-05 09:00:00,34.27,25332.0,22849.0,925.0,1336.0
2020-01-05 10:00:00,37.53,27719.0,24331.0,2579.0,1336.0
2020-01-05 11:00:00,38.99,28818.0,25793.0,3951.0,1336.0
2020-01-05 12:00:00,38.15,28811.0,26594.0,4820.0,1336.0
2020-01-05 13:00:00,35.37,29090.0,26330.0,5072.0,1336.0
2020-01-05 14:00:00,34.44,28675.0,26028.0,5006.0,1336.0
2020-01-05 15:00:00,36.1,27341.0,25504.0,4625.0,1336.0
2020-01-05 16:00:00,40.59,26584.0,24624.0,3344.0,1336.0
2020-01-05 17:00:00,44.68,26542.0,23676.0,1415.0,1336.0
2020-01-05 18:00:00,46.16,28286.0,22790.0,259.0,1336.0
2020-01-05 19:00:00,48.53,28752.0,23544.0,33.0,1336.0
2020-01-05 20:00:00,52.48,29674.0,24394.0,29.0,1336.0
2020-01-05 21:00:00,53.29,30162.0,24627.0,25.0,1336.0
2020-01-05 22:00:00,49.5,29444.0,23690.0,19.0,1336.0
2020-01-05 23:00:00,46.01,27703.0,22351.0,15.0,1336.0
2020-01-06 00:00:00,47.85,25096.0,21204.0,10.0,1336.0
2020-01-06 01:00:00,41.48,23237.0,20385.0,1.0,1466.0
2020-01-06 02:00:00,34.0,21800.0,19670.0,10.0,1585.0
2020-01-06 03:00:00,31.92,21091.0,19774.0,9.0,1740.0
2020-01-06 04:00:00,31.75,20482.0,19903.0,9.0,1800.0
2020-01-06 05:00:00,31.5,20551.0,20126.0,9.0,1922.0
2020-01-06 06:00:00,33.18,20927.0,20141.0,9.0,2010.0
2020-01-06 07:00:00,43.13,21387.0,21514.0,8.0,2030.0
2020-01-06 08:00:00,44.52,21368.0,22530.0,87.0,2025.0
2020-01-06 09:00:00,44.96,22779.0,23824.0,935.0,2045.0
2020-01-06 10:00:00,44.0,24322.0,25166.0,2651.0,1817.0
2020-01-06 11:00:00,42.46,25048.0,26283.0,4001.0,1544.0
2020-01-06 12:00:00,41.3,25305.0,26770.0,4871.0,1314.0
2020-01-06 13:00:00,40.51,25302.0,26709.0,5235.0,1187.0
2020-01-06 14:00:00,41.22,25127.0,26564.0,5159.0,1102.0
2020-01-06 15:00:00,43.28,24191.0,26753.0,4749.0,1032.0
2020-01-06 16:00:00,43.68,23633.0,25505.0,3452.0,998.0
2020-01-06 17:00:00,47.9,23977.0,24607.0,1421.0,1042.0
2020-01-06 18:00:00,48.91,25673.0,24771.0,278.0,1177.0
2020-01-06 19:00:00,49.01,27426.0,24757.0,35.0,1471.0
2020-01-06 20:00:00,48.0,28807.0,24873.0,33.0,1916.0
2020-01-06 21:00:00,48.0,29751.0,25178.0,27.0,2443.0
2020-01-06 22:00:00,45.42,29276.0,24636.0,23.0,2471.0
2020-01-06 23:00:00,44.01,26974.0,23044.0,18.0,2509.0
2020-01-07 00:00:00,42.07,24423.0,21751.0,9.0,2496.0
2020-01-07 01:00:00,36.49,22510.0,21345.0,1.0,2305.0
2020-01-07 02:00:00,33.67,21648.0,21004.0,9.0,2196.0
2020-01-07 03:00:00,33.01,21074.0,20650.0,9.0,2203.0
2020-01-07 04:00:00,33.01,21021.0,20609.0,9.0,2034.0
2020-01-07 05:00:00,36.07,21863.0,20817.0,8.0,1878.0
2020-01-07 06:00:00,47.75,24705.0,22480.0,9.0,1729.0
2020-01-07 07:00:00,53.68,29171.0,27597.0,8.0,1738.0
2020-01-07 08:00:00,56.26,32793.0,31316.0,104.0,1936.0
2020-01-07 09:00:00,54.87,35164.0,31923.0,1048.0,2010.0
2020-01-07 10:00:00,53.68,36438.0,33491.0,2771.0,1932.0
2020-01-07 11:00:00,52.17,36644.0,34325.0,4121.0,1801.0
2020-01-07 12:00:00,50.81,36010.0,34284.0,4978.0,1691.0
2020-01-07 13:00:00,50.31,35720.0,33665.0,5310.0,1549.0
2020-01-07 14:00:00,49.61,34621.0,33082.0,5239.0,1444.0
2020-01-07 15:00:00,48.44,33675.0,32508.0,4794.0,1382.0
2020-01-07 16:00:00,49.01,33224.0,31474.0,3353.0,1587.0
2020-01-07 17:00:00,49.77,33407.0,30987.0,1377.0,1924.0
2020-01-07 18:00:00,50.81,35071.0,30485.0,254.0,2299.0
2020-01-07 19:00:00,51.9,36078.0,31114.0,38.0,2567.0
2020-01-07 20:00:00,52.48,36389.0,31423.0,34.0,2828.0
2020-01-07 21:00:00,51.0,35449.0,30770.0,26.0,3121.0
2020-01-07 22:00:00,47.0,32964.0,29007.0,22.0,3298.0
2020-01-07 23:00:00,44.43,29579.0,26578.0,17.0,3484.0
2020-01-08 00:00:00,42.0,27280.0,24350.0,10.0,3164.0
2020-01-08 01:00:00,37.48,25054.0,22889.0,1.0,3270.0
2020-01-08 02:00:00,36.07,23768.0,22551.0,10.0,3292.0
2020-01-08 03:00:00,34.41,23269.0,22145.0,9.0,3275.0
2020-01-08 04:00:00,33.07,23249.0,22237.0,10.0,3063.0
2020-01-08 05:00:00,36.11,23898.0,22357.0,9.0,2883.0
2020-01-08 06:00:00,39.77,26745.0,23382.0,10.0,2641.0
2020-01-08 07:00:00,48.42,31198.0,26521.0,8.0,2401.0
2020-01-08 08:00:00,51.65,34442.0,28291.0,84.0,2093.0
2020-01-08 09:00:00,52.6,35856.0,29620.0,980.0,1813.0
2020-01-08 10:00:00,52.0,36745.0,30633.0,2645.0,1469.0
2020-01-08 11:00:00,50.81,36803.0,30892.0,3942.0,1133.0
2020-01-08 12:00:00,49.67,36219.0,31110.0,4713.0,895.0
2020-01-08 13:00:00,49.17,35925.0,31263.0,5133.0,902.0
2020-01-08 14:00:00,47.1,34707.0,30828.0,5064.0,978.0
2020-01-08 15:00:00,46.33,34045.0,30427.0,4649.0,1038.0
2020-01-08 16:00:00,49.16,33616.0,29618.0,3343.0,1179.0
2020-01-08 17:00:00,53.53,33764.0,30256.0,1419.0,1468.0
2020-01-08 18:00:00,55.92,35456.0,30601.0,249.0,1784.0
2020-01-08 19:00:00,55.09,36414.0,30503.0,37.0,2145.0
2020-01-08 20:00:00,54.99,36810.0,31050.0,33.0,2620.0
2020-01-08 21:00:00,53.67,35967.0,30474.0,26.0,2942.0
2020-01-08 22:00:00,49.16,33375.0,29026.0,22.0,3623.0
2020-01-08 23:00:00,45.17,29812.0,26694.0,17.0,4098.0
2020-01-09 00:00:00,46.55,27557.0,24566.0,16.0,3996.0
2020-01-09 01:00:00,38.01,25474.0,23248.0,13.0,4104.0
2020-01-09 02:00:00,34.89,24249.0,22403.0,11.0,4101.0
2020-01-09 03:00:00,33.7,23684.0,22555.0,5.0,4086.0
2020-01-09 04:00:00,33.56,23613.0,22440.0,6.0,4141.0
2020-01-09 05:00:00,34.0,24270.0,22714.0,10.0,4263.0
2020-01-09 06:00:00,37.51,27067.0,23813.0,10.0,4350.0
2020-01-09 07:00:00,48.45,31427.0,26756.0,9.0,4554.0
2020-01-09 08:00:00,49.23,34737.0,28641.0,69.0,4740.0
2020-01-09 09:00:00,51.49,36157.0,29913.0,686.0,4883.0
2020-01-09 10:00:00,49.67,36691.0,31019.0,2071.0,4789.0
2020-01-09 11:00:00,48.33,36523.0,31569.0,3277.0,4873.0
2020-01-09 12:00:00,44.41,35973.0,31985.0,4042.0,4986.0
2020-01-09 13:00:00,44.9,35800.0,31903.0,4422.0,5112.0
2020-01-09 14:00:00,39.81,34808.0,31193.0,4411.0,5225.0
2020-01-09 15:00:00,39.0,34145.0,30654.0,4081.0,5252.0
2020-01-09 16:00:00,41.66,33805.0,29617.0,2930.0,5072.0
2020-01-09 17:00:00,46.89,33980.0,28966.0,1181.0,4823.0
2020-01-09 18:00:00,51.89,35572.0,29212.0,212.0,4740.0
2020-01-09 19:00:00,52.98,36656.0,29661.0,34.0,4777.0
2020-01-09 20:00:00,53.31,37202.0,29949.0,27.0,4759.0
2020-01-09 21:00:00,52.05,36500.0,29509.0,22.0,4856.0
2020-01-09 22:00:00,48.49,33818.0,27910.0,18.0,5139.0
2020-01-09 23:00:00,40.16,30367.0,25974.0,14.0,5375.0
2020-01-10 00:00:00,34.13,27990.0,25104.0,17.0,6547.0
2020-01-10 01:00:00,32.7,25815.0,25557.0,14.0,6765.0
2020-01-10 02:00:00,31.0,24468.0,25424.0,13.0,6856.0
2020-01-10 03:00:00,27.98,23937.0,25068.0,13.0,7007.0
2020-01-10 04:00:00,27.65,23855.0,24977.0,13.0,7081.0
2020-01-10 05:00:00,29.38,24573.0,25317.0,13.0,7159.0
2020-01-10 06:00:00,32.0,27334.0,26163.0,13.0,7331.0
2020-01-10 07:00:00,43.66,31940.0,28066.0,13.0,7250.0
2020-01-10 08:00:00,47.4,34928.0,28895.0,75.0,7045.0
2020-01-10 09:00:00,48.73,36284.0,29854.0,792.0,6826.0
2020-01-10 10:00:00,47.3,37049.0,31188.0,2342.0,6922.0
2020-01-10 11:00:00,44.2,36869.0,32301.0,3522.0,7191.0
2020-01-10 12:00:00,41.6,36335.0,33003.0,4302.0,7535.0
2020-01-10 13:00:00,38.01,36145.0,32968.0,4606.0,7734.0
2020-01-10 14:00:00,36.21,34988.0,32733.0,4505.0,7829.0
2020-01-10 15:00:00,36.27,34071.0,32322.0,4060.0,7883.0
2020-01-10 16:00:00,40.62,33698.0,31705.0,3132.0,7770.0
2020-01-10 17:00:00,47.3,33704.0,31024.0,1447.0,7623.0
2020-01-10 18:00:00,49.97,35192.0,29827.0,220.0,7515.0
2020-01-10 19:00:00,50.01,36118.0,29620.0,16.0,7378.0
2020-01-10 20:00:00,50.85,36278.0,29558.0,11.0,7255.0
2020-01-10 21:00:00,49.89,35503.0,28917.0,11.0,7092.0
2020-01-10 22:00:00,46.8,33215.0,27795.0,13.0,6756.0
2020-01-10 23:00:00,40.0,30297.0,25813.0,15.0,6384.0
2020-01-11 00:00:00,42.94,28400.0,24493.0,14.0,5908.0
2020-01-11 01:00:00,37.2,26066.0,23432.0,14.0,5640.0
2020-01-11 02:00:00,34.77,24565.0,23030.0,14.0,5105.0
2020-01-11 03:00:00,34.18,23722.0,22579.0,13.0,4861.0
2020-01-11 04:00:00,34.13,23381.0,22391.0,8.0,4673.0
2020-01-11 05:00:00,34.18,23397.0,22154.0,13.0,4505.0
2020-01-11 06:00:00,34.4,24213.0,22297.0,13.0,4321.0
2020-01-11 07:00:00,34.51,26137.0,23107.0,13.0,3970.0
2020-01-11 08:00:00,35.68,28036.0,23536.0,105.0,3494.0
2020-01-11 09:00:00,40.0,30375.0,25079.0,1263.0,2997.0
2020-01-11 10:00:00,42.61,32291.0,26563.0,3235.0,2467.0
2020-01-11 11:00:00,40.01,32544.0,27475.0,4583.0,2062.0
2020-01-11 12:00:00,38.6,32033.0,27536.0,5386.0,1787.0
2020-01-11 13:00:00,38.97,32083.0,27456.0,5676.0,1595.0
2020-01-11 14:00:00,38.97,31502.0,27122.0,5624.0,1398.0
2020-01-11 15:00:00,36.84,30276.0,26167.0,5146.0,1228.0
2020-01-11 16:00:00,38.97,29543.0,25116.0,3790.0,1252.0
2020-01-11 17:00:00,44.0,29654.0,24377.0,1669.0,1391.0
2020-01-11 18:00:00,52.98,31801.0,25194.0,308.0,1557.0
2020-01-11 19:00:00,55.4,32925.0,26498.0,38.0,1654.0
2020-01-11 20:00:00,56.26,33696.0,27191.0,20.0,1748.0
2020-01-11 21:00:00,55.87,33412.0,27057.0,19.0,1895.0
2020-01-11 22:00:00,53.0,31843.0,25621.0,18.0,2071.0
2020-01-11 23:00:00,49.67,29369.0,23884.0,18.0,2251.0
2020-01-12 00:00:00,44.21,27116.0,22928.0,13.0,2417.0
2020-01-12 01:00:00,41.69,24718.0,22428.0,11.0,2424.0
2020-01-12 02:00:00,41.69,23141.0,21190.0,14.0,2574.0
2020-01-12 03:00:00,38.6,22259.0,20525.0,12.0,2593.0
2020-01-12 04:00:00,37.51,21860.0,20432.0,12.0,2711.0
2020-01-12 05:00:00,37.03,21894.0,20479.0,11.0,2821.0
2020-01-12 06:00:00,37.58,22526.0,20674.0,16.0,3022.0
2020-01-12 07:00:00,38.01,23732.0,21104.0,14.0,3002.0
2020-01-12 08:00:00,38.0,24723.0,21626.0,113.0,2899.0
2020-01-12 09:00:00,38.07,26570.0,22613.0,1412.0,2818.0
2020-01-12 10:00:00,39.01,28866.0,24243.0,3426.0,2401.0
2020-01-12 11:00:00,38.08,29699.0,25473.0,4925.0,2030.0
2020-01-12 12:00:00,38.01,29415.0,26053.0,5826.0,1741.0
2020-01-12 13:00:00,38.43,29684.0,26480.0,6028.0,1583.0
2020-01-12 14:00:00,39.3,29492.0,26714.0,5966.0,1444.0
2020-01-12 15:00:00,37.43,28352.0,25403.0,5450.0,1287.0
2020-01-12 16:00:00,37.03,27616.0,24493.0,4077.0,1191.0
2020-01-12 17:00:00,39.01,27637.0,23263.0,1859.0,1128.0
2020-01-12 18:00:00,49.45,29843.0,24216.0,319.0,1104.0
2020-01-12 19:00:00,52.98,31489.0,25741.0,46.0,1012.0
2020-01-12 20:00:00,55.4,32812.0,26942.0,33.0,921.0
2020-01-12 21:00:00,55.98,33057.0,27104.0,26.0,857.0
2020-01-12 22:00:00,53.67,31848.0,25866.0,23.0,882.0
2020-01-12 23:00:00,50.46,29275.0,23528.0,20.0,933.0
2020-01-13 00:00:00,50.67,26763.0,22771.0,14.0,1650.0
2020-01-13 01:00:00,49.19,24458.0,22194.0,11.0,1986.0
2020-01-13 02:00:00,46.22,23339.0,21291.0,8.0,2433.0
2020-01-13 03:00:00,42.0,22832.0,21061.0,5.0,2821.0
2020-01-13 04:00:00,39.01,22896.0,20903.0,5.0,3129.0
2020-01-13 05:00:00,42.0,23827.0,21480.0,4.0,3424.0
2020-01-13 06:00:00,47.75,27075.0,23365.0,3.0,3763.0
2020-01-13 07:00:00,50.69,32554.0,26938.0,4.0,4083.0
2020-01-13 08:00:00,52.93,36336.0,29353.0,101.0,4404.0
2020-01-13 09:00:00,52.6,37312.0,30665.0,1075.0,4736.0
2020-01-13 10:00:00,50.67,38355.0,32294.0,2780.0,4776.0
2020-01-13 11:00:00,49.73,38213.0,32598.0,3919.0,4627.0
2020-01-13 12:00:00,47.44,37554.0,32705.0,4464.0,4785.0
2020-01-13 13:00:00,47.01,37421.0,33056.0,4759.0,5097.0
2020-01-13 14:00:00,45.0,36346.0,33025.0,4456.0,5380.0
2020-01-13 15:00:00,42.97,35644.0,32502.0,3965.0,5687.0
2020-01-13 16:00:00,43.68,35251.0,31687.0,2792.0,6125.0
2020-01-13 17:00:00,46.81,35305.0,31605.0,1157.0,6633.0
2020-01-13 18:00:00,49.51,37105.0,32059.0,265.0,7226.0
2020-01-13 19:00:00,50.0,38564.0,32767.0,32.0,7588.0
2020-01-13 20:00:00,50.0,39328.0,33409.0,29.0,7956.0
2020-01-13 21:00:00,47.11,38407.0,33260.0,9.0,8167.0
2020-01-13 22:00:00,38.6,35176.0,31632.0,1.0,8463.0
2020-01-13 23:00:00,34.1,31614.0,29412.0,1.0,8640.0
2020-01-14 00:00:00,31.86,28922.0,26385.0,8.0,8839.0
2020-01-14 01:00:00,30.53,26726.0,26128.0,9.0,8866.0
2020-01-14 02:00:00,29.57,25477.0,26002.0,9.0,8890.0
2020-01-14 03:00:00,29.53,24849.0,25420.0,8.0,8934.0
2020-01-14 04:00:00,29.77,24826.0,25136.0,5.0,8603.0
2020-01-14 05:00:00,30.47,25517.0,24878.0,13.0,8306.0
2020-01-14 06:00:00,31.37,28399.0,25051.0,14.0,8020.0
2020-01-14 07:00:00,40.01,33424.0,27713.0,14.0,7928.0
2020-01-14 08:00:00,45.19,36806.0,29150.0,106.0,7836.0
2020-01-14 09:00:00,46.47,38009.0,30046.0,1109.0,7753.0
2020-01-14 10:00:00,46.29,38639.0,31082.0,2598.0,7735.0
2020-01-14 11:00:00,44.49,38500.0,31602.0,3719.0,7732.0
2020-01-14 12:00:00,43.01,37961.0,31761.0,4376.0,7762.0
2020-01-14 13:00:00,41.25,37759.0,31564.0,4439.0,7983.0
2020-01-14 14:00:00,37.97,36613.0,30995.0,4199.0,8200.0
2020-01-14 15:00:00,36.01,35827.0,30544.0,3614.0,8391.0
2020-01-14 16:00:00,38.01,35491.0,29629.0,2378.0,8438.0
2020-01-14 17:00:00,41.51,35699.0,29420.0,897.0,8505.0
2020-01-14 18:00:00,45.25,37539.0,30480.0,130.0,8593.0
2020-01-14 19:00:00,46.55,38938.0,30935.0,33.0,9025.0
2020-01-14 20:00:00,46.75,39458.0,31440.0,21.0,9451.0
2020-01-14 21:00:00,45.09,38646.0,31791.0,13.0,9880.0
2020-01-14 22:00:00,40.15,35631.0,29871.0,15.0,9998.0
2020-01-14 23:00:00,31.17,31836.0,29007.0,14.0,10126.0
2020-01-15 00:00:00,30.67,28773.0,26935.0,7.0,9850.0
2020-01-15 01:00:00,29.0,26486.0,26720.0,6.0,10111.0
2020-01-15 02:00:00,20.01,25223.0,26392.0,22.0,10244.0
2020-01-15 03:00:00,17.5,24693.0,25892.0,1.0,10185.0
2020-01-15 04:00:00,16.67,24595.0,25733.0,2.0,9934.0
2020-01-15 05:00:00,25.0,25283.0,25822.0,5.0,9447.0
2020-01-15 06:00:00,30.53,28194.0,26505.0,6.0,8902.0
2020-01-15 07:00:00,38.53,33386.0,28174.0,7.0,8306.0
2020-01-15 08:00:00,42.99,36658.0,29803.0,65.0,7658.0
2020-01-15 09:00:00,43.52,37701.0,30782.0,745.0,6999.0
2020-01-15 10:00:00,44.5,38157.0,31446.0,1953.0,6431.0
2020-01-15 11:00:00,44.02,37921.0,31746.0,2896.0,5943.0
2020-01-15 12:00:00,43.85,37196.0,31839.0,3413.0,5544.0
2020-01-15 13:00:00,43.01,36743.0,31873.0,3568.0,5413.0
2020-01-15 14:00:00,40.21,35572.0,31256.0,3449.0,5278.0
2020-01-15 15:00:00,41.25,34957.0,30606.0,3034.0,5065.0
2020-01-15 16:00:00,42.5,34700.0,29568.0,2138.0,4742.0
2020-01-15 17:00:00,45.0,35004.0,29025.0,843.0,4487.0
2020-01-15 18:00:00,48.43,37009.0,28795.0,141.0,4506.0
2020-01-15 19:00:00,52.8,38472.0,29646.0,40.0,4895.0
2020-01-15 20:00:00,52.49,38848.0,30029.0,25.0,5399.0
2020-01-15 21:00:00,48.1,37707.0,29957.0,22.0,5915.0
2020-01-15 22:00:00,43.75,34664.0,29237.0,18.0,6395.0
2020-01-15 23:00:00,38.5,31343.0,27336.0,16.0,6837.0
2020-01-16 00:00:00,33.27,28497.0,24588.0,14.0,7276.0
2020-01-16 01:00:00,31.18,26262.0,24304.0,11.0,7423.0
2020-01-16 02:00:00,30.8,25029.0,24507.0,7.0,7484.0
2020-01-16 03:00:00,29.9,24489.0,24115.0,8.0,7462.0
2020-01-16 04:00:00,29.72,24396.0,24177.0,9.0,7452.0
2020-01-16 05:00:00,31.1,25048.0,24268.0,12.0,7495.0
2020-01-16 06:00:00,38.7,27859.0,25092.0,13.0,7521.0
2020-01-16 07:00:00,45.42,32667.0,28322.0,21.0,7664.0
2020-01-16 08:00:00,52.4,35712.0,31031.0,84.0,7794.0
2020-01-16 09:00:00,47.0,36769.0,30887.0,961.0,7953.0
2020-01-16 10:00:00,43.51,37041.0,31778.0,2686.0,8012.0
2020-01-16 11:00:00,42.1,36656.0,33204.0,4073.0,8078.0
2020-01-16 12:00:00,40.36,36179.0,33811.0,4915.0,8184.0
2020-01-16 13:00:00,40.08,35929.0,33739.0,5194.0,8347.0
2020-01-16 14:00:00,36.81,34801.0,32908.0,5109.0,8505.0
2020-01-16 15:00:00,32.49,34222.0,32292.0,4676.0,8629.0
2020-01-16 16:00:00,32.87,33913.0,31049.0,3516.0,8767.0
2020-01-16 17:00:00,40.84,34254.0,31576.0,1590.0,8829.0
2020-01-16 18:00:00,43.15,35937.0,30870.0,331.0,8953.0
2020-01-16 19:00:00,43.2,37266.0,30905.0,60.0,9323.0
2020-01-16 20:00:00,43.98,37760.0,31230.0,42.0,9653.0
2020-01-16 21:00:00,43.15,36987.0,31503.0,36.0,10069.0
2020-01-16 22:00:00,40.01,34212.0,30203.0,29.0,10338.0
2020-01-16 23:00:00,32.68,30988.0,28891.0,22.0,10483.0
