R2,RMSE,MAE,SMAPE,method,input_length,dataset_name,fold,num_params
0.8906537160483249,12.055784263336069,9.322062,0.19908705,Independent,16,france,4,20965
0.9733432252075048,17.537687863725616,12.170549,0.12764098,Feature,24,belgium,3,7038
0.9036787536971574,11.314999130458014,8.252673,0.18149547,LSTM,16,france,4,328205
0.864322628327987,16.63892853735161,11.846148,0.24811102,DNN,16,netherlands,5,46982
0.9394899865413776,9.678347885132284,7.0417957,0.17710073,Time,16,spain,5,1690
0.8352064608891769,19.5712060050521,12.219417,0.22488223,SCINet,8,netherlands,4,8408
0.9399257921632228,36.0126947696269,24.724232,0.110653415,SCINet,24,belgium,2,8424
0.9774275795496264,15.826513059578222,10.744717,0.13486876,Independent,16,germany,3,25254
0.8641491952809166,16.682079563545223,11.3717165,0.24989142,Independent,8,netherlands,5,12630
0.809095659259089,18.86322341249675,14.71042,0.29467005,DNN,8,belgium,5,40838
0.975045785812054,16.953487719334017,11.720693,0.11867384,SCINet,8,belgium,3,8408
0.9657961098627758,18.742816006552182,12.975373,0.13337491,SCINet,24,netherlands,3,8424
0.9190655141848918,13.34353787613157,7.9136977,0.21134801,LSTM,24,germany,5,329206
0.9477036278808352,11.338916600058663,7.4649644,0.15086065,SCINet,8,spain,3,5888
0.9500039655575794,11.094580047072464,7.6708555,0.15677378,Independent,16,spain,3,20965
0.8800615336472999,16.672630972199805,10.328958,0.21694443,SCINet,16,netherlands,4,8416
0.9441952025575144,9.28447875302281,6.6592307,0.19127327,Time,8,spain,5,1490
0.9182509176164594,12.153588010875058,8.199881,0.18473771,Time,16,germany,4,2124
0.8624627622257358,17.853979595662803,11.817722,0.22035277,Feature,16,netherlands,4,4694
0.894353587825757,15.348784636554647,9.583787,0.23909798,Time,8,germany,5,1836
0.900424887317988,13.125129045124542,10.017367,0.25080636,Feature,8,france,5,2261
0.8946356838585403,14.025190850521597,10.572774,0.2416946,DNN,16,belgium,5,46982
0.9366952043668654,37.09463687598164,25.19688,0.115648575,Independent,16,belgium,2,25254
0.8743055771025665,14.746406246688812,11.06697,0.26705965,LSTM,8,france,5,328205
0.8401761457709187,18.09422140874461,13.01912,0.26543862,DNN,8,netherlands,5,40838
0.9638350438321684,17.058692591166587,11.699529,0.11779424,SCINet,24,germany,1,8424
0.8984491860094366,15.048330646587464,9.369343,0.23624566,Feature,8,germany,5,2350
0.9529988669474077,10.766489910489666,7.383295,0.15098767,Feature,24,spain,3,6773
0.8595288754375486,16.80983511640209,11.964024,0.25220847,DNN,24,netherlands,5,53126
0.9047236428985928,11.06753339322526,7.885586,0.2017738,LSTM,24,spain,4,328205
0.9554541154837544,14.88995942652742,10.084897,0.06274862,SCINet,16,spain,1,5896
0.8691737862153481,13.82578436228563,10.215475,0.1972515,Feature,16,belgium,4,4694
0.8566152708079995,15.773113426896238,12.517876,0.32778725,Time,24,france,5,1890
0.9626719556195448,30.8214521731618,21.233768,0.11022399,Independent,8,germany,2,12630
0.8998432345396454,12.091306454327462,8.947593,0.18692513,Feature,24,belgium,4,7038
0.93682073986113,38.1378532380806,26.357893,0.1343312,Independent,16,netherlands,2,25254
0.9847168310889078,13.012384237897662,8.945837,0.12340695,SCINet,8,germany,3,8408
0.7998505926943661,16.29503787284165,12.642169,0.22769839,LSTM,24,france,4,328205
0.938911991850752,38.23739675686863,26.629618,0.08024932,Independent,24,france,2,31445
0.8733655592897889,16.074873259001727,11.015321,0.23971392,Feature,16,netherlands,5,4694
0.8937137705156585,15.346152931273656,10.169375,0.24718067,Time,16,germany,5,2124
0.9795860600439752,15.144691952494032,10.242803,0.0997585,SCINet,24,france,3,5904
0.8429531479768163,15.181212328522117,10.670995,0.19793577,SCINet,8,belgium,4,8408
0.9460214343440956,9.151068669849057,6.602976,0.17721005,LSTM,24,spain,5,328205
0.97583163345337,16.682492994446772,11.667597,0.122863755,SCINet,16,belgium,3,8416
0.902167554287829,15.068872140700291,8.967998,0.19801389,SCINet,24,netherlands,4,8424
0.9208151963177466,10.10523017451274,7.1255608,0.19976957,SCINet,8,spain,4,5888
0.918556755757724,10.231617516760355,7.5074773,0.20624727,Independent,16,spain,4,20965
0.9536178582426696,10.695359937006744,7.4345236,0.15873627,Independent,24,spain,3,31445
0.8966868261552717,14.547787024142355,9.238584,0.21656236,SCINet,8,netherlands,5,8408
0.924413443170984,11.686524049534642,7.82364,0.18195476,Independent,16,germany,4,25254
0.8956152154517245,13.449970367285548,10.410206,0.24528813,Independent,16,france,5,20965
0.9782469993974888,15.84266071976676,11.25556,0.12266646,SCINet,24,belgium,3,8424
0.9477650585577992,11.332254096610976,7.7752633,0.17050198,Independent,8,spain,3,10485
0.9129366946556402,12.550947200700255,8.588042,0.19213036,Time,24,germany,4,2412
0.9131943946300654,12.265255517922236,9.246983,0.23279475,LSTM,16,france,5,328205
0.930971780689848,9.420449321422012,6.917183,0.18461448,Feature,24,spain,4,6773
0.899676826795871,13.685561230057049,10.141397,0.23065609,Feature,16,belgium,5,4694
0.9608431629367724,20.05399510637625,13.948209,0.1468116,Independent,24,netherlands,3,37878
0.9157742629249108,12.531786976104131,9.355654,0.22410104,Feature,24,belgium,5,7038
0.9720597771284613,17.954919099596268,12.659519,0.12950218,Independent,24,belgium,3,37878
0.975765724913365,16.4828253862875,11.117476,0.10566582,SCINet,16,france,3,5896
0.9146280374849024,11.168633776435186,7.91599,0.17392372,SCINet,16,belgium,4,8416
0.8939516427193885,14.71037011817418,9.662068,0.22690748,SCINet,16,netherlands,5,8416
0.9064803494791872,13.001891952171324,6.8215466,0.16988854,SCINet,8,germany,4,8408
0.9734956708577924,17.229497694950727,11.646463,0.10879491,SCINet,8,france,3,5888
0.9536955466837914,21.78451150258481,14.991033,0.14716485,Independent,16,netherlands,3,25254
0.9368720025259464,9.15143549764082,6.5132933,0.16180195,SCINet,24,france,4,5904
0.9229888368943308,11.980772508987448,8.169637,0.2052537,SCINet,8,belgium,5,8408
0.9638022401936032,20.416351855698977,14.511392,0.13869147,Independent,16,belgium,3,25254
0.9058277256209464,13.76358138295958,8.706259,0.20922086,SCINet,24,netherlands,5,8424
0.9535069900419814,8.474529025964454,6.0607467,0.18256949,SCINet,8,spain,5,5888
0.925272395142002,10.444162766285858,7.496242,0.1688074,SCINet,24,belgium,4,8424
0.9476210539481849,9.004631969804269,6.567443,0.18534923,Independent,16,spain,5,20965
0.8937511696938886,15.343452155491333,10.27851,0.24228323,Independent,16,germany,5,25254
0.9245019260527714,11.87216570308237,7.984331,0.19992231,SCINet,16,belgium,5,8416
0.8958680623583446,11.588234136837082,8.47931,0.20156027,Independent,8,spain,4,10485
0.9078842317426544,12.41892530819583,8.283177,0.061016608,SCINet,24,spain,2,5904
0.9785849051705188,15.403172926577652,10.506755,0.13244036,Independent,8,germany,3,12630
0.870569788280585,17.332336299293203,11.601428,0.22373417,Independent,24,netherlands,4,37878
0.9039420638194592,11.841308986372336,8.644001,0.18300557,Independent,24,belgium,4,37878
0.9318475579087556,9.517747463799823,6.854743,0.16476561,SCINet,16,france,4,5896
0.9207447980689974,11.7268090778123,8.876517,0.24838947,LSTM,24,france,5,328205
0.9519182568987424,8.636767776743481,6.2914743,0.17063674,Feature,24,spain,5,6773
0.889992772817349,15.556604701190476,10.671864,0.2586749,Time,24,germany,5,2412
0.9690629615976504,18.64388428913671,13.428583,0.12550433,Independent,24,france,3,31445
0.9724357074436488,26.398187794764556,18.525793,0.097298644,SCINet,24,germany,2,8424
0.9730401252387052,26.162280190861733,18.325665,0.10043727,SCINet,16,germany,2,8416
0.9138395797423168,13.861190384557638,8.048118,0.22143729,SCINet,8,germany,5,8408
0.9819520823675564,14.167176600235688,9.494959,0.12618211,Independent,24,germany,3,37878
0.934321549460936,10.675234889856675,7.643945,0.21199909,SCINet,24,france,5,5904
0.9359973688158608,10.924197057901477,7.6779838,0.20155509,SCINet,24,belgium,5,8424
0.9320531609131806,9.346368633240289,6.766021,0.18466268,Independent,24,spain,4,31445
0.931656294976699,10.883084153442809,7.7363706,0.22770984,SCINet,16,france,5,5896
0.9151531596106188,12.57790906258742,9.411112,0.22580346,Independent,24,belgium,5,37878
0.9440043355709438,9.30034279140278,6.7304225,0.17191076,Independent,8,spain,5,10485
0.8388523026811384,19.32577621263123,13.106746,0.23058511,Independent,16,netherlands,4,25254
0.9207163253916144,11.971456276529576,7.9880223,0.18425463,Independent,8,germany,4,12630
0.8986558058077783,13.017871017194498,8.592365,0.062576875,SCINet,16,spain,2,5896
0.8863091630460241,15.122815691641533,10.186317,0.24004881,Independent,24,netherlands,5,37878
0.925840842277832,11.583540953460986,7.6940312,0.18152313,Independent,24,germany,4,37878
0.9332349650389108,9.441426855971514,6.6980295,0.16333863,SCINet,8,france,4,5888
0.8972841894020962,15.134402544562484,9.378841,0.23949285,Independent,8,germany,5,12630
0.8445358485599597,15.0715360644103,11.626522,0.22046651,Independent,16,belgium,4,25254
0.9854086271056128,12.738487281759127,8.668759,0.12006193,SCINet,24,germany,3,8424
0.953611026525386,10.696147431914628,7.1577344,0.15841056,SCINet,24,spain,3,5904
0.909559212037539,10.95368849410903,8.636598,0.18697971,Independent,24,france,4,31445
0.9844869969465834,13.120310499657464,8.999256,0.12611343,SCINet,16,germany,3,8416
0.8672728200574716,16.45703449516346,11.476952,0.24761659,Independent,16,netherlands,5,25254
0.9255233908031352,11.351104790109847,8.22286,0.21806538,SCINet,8,france,5,5888
0.9520278902031262,10.867696480037823,7.1399455,0.13763954,SCINet,16,spain,3,5896
0.946948913754278,9.07210941570307,6.86691,0.19180377,Independent,24,spain,5,31445
0.9077752889741008,13.121565305794077,9.659269,0.2314544,Independent,16,belgium,5,25254
0.9074635269858822,14.267920753286734,9.040725,0.23119843,Independent,24,germany,5,37878
0.9285065696633223,11.373443832427142,6.5020385,0.16260491,SCINet,24,germany,4,8424
0.9337563527482476,10.9404495185959,6.6246066,0.16324215,SCINet,16,germany,4,8416
0.878521651046439,14.518288490162805,11.334809,0.24546842,Independent,24,france,5,31445
0.941571742946744,8.667018540893032,6.192363,0.18971029,SCINet,24,spain,4,5904
0.9316429089237912,9.373646142478098,6.531501,0.19308987,SCINet,16,spain,4,5896
0.9188699244525178,13.407627701827805,7.528377,0.21160585,SCINet,16,germany,5,8416
0.9209231417487612,13.189517187807176,7.7455087,0.2161721,SCINet,24,germany,5,8424
0.9537595184000176,8.460553358661928,5.9449086,0.16197555,SCINet,16,spain,5,5896
0.9596845290805052,7.908552595930412,5.477164,0.15655388,SCINet,24,spain,5,5904
