R2,RMSE,MAE,SMAPE,method,input_length,dataset_name,fold,num_params
0.9598174240681944,17.981282993322182,12.487583,0.12591077,Time,24,germany,1,2412
0.8668202057267048,13.304931781741567,10.112014,0.20978081,DNN,16,france,4,44805
0.8355933477710454,19.520214069630967,13.483309,0.24353606,Time,16,netherlands,4,2124
0.8623672693100661,14.180882998845776,10.70253,0.20769268,Time,16,belgium,4,2124
0.963842462506822,20.123968062391967,14.129329,0.1409997,Independent,8,france,3,10485
0.9239135737445884,13.686634889898064,10.248762,0.19445555,DNN,16,spain,3,44805
0.9065839708772369,47.31045652786496,33.449352,0.09407179,Independent,16,france,2,20965
0.9233969822122222,13.72330449650196,10.077006,0.18502918,DNN,8,spain,3,39685
0.9677021444611308,19.30435789252204,13.9122,0.14788632,LSTM,24,belgium,3,329206
0.9171752157119888,20.25317659305263,12.885285,0.07227692,LSTM,24,spain,1,328205
0.9274830774212602,42.81740819264914,27.835617,0.11531687,LSTM,24,germany,2,329206
0.8975798883347043,13.086791016941232,9.068928,0.0666627,Feature,16,spain,2,4517
0.9466024111456562,23.39361125100785,16.557167,0.16727722,LSTM,16,netherlands,3,329206
0.8559961281346903,13.83504417288304,10.828794,0.20827945,Feature,16,france,4,4517
0.9327710966704827,39.3523542889868,27.291992,0.13648148,Independent,8,netherlands,2,12630
0.8770743182370084,27.52869929124819,18.941204,0.12893923,SCINet,24,netherlands,1,8424
0.8892527955535094,28.75979686171903,18.777029,0.14414449,SCINet,8,belgium,1,8408
0.8415596774360856,15.248414504382446,11.2961645,0.20405392,Time,8,belgium,4,1836
0.9071926114503548,12.457526717764972,8.664054,0.065058745,LSTM,16,spain,2,328205
0.9641933327256508,20.03542699722013,14.560521,0.13047203,Time,16,france,3,1690
0.8699232794853273,28.4224075678526,19.593397,0.13784622,SCINet,8,netherlands,1,8408
0.94871632246493,11.228592913990823,7.63267,0.16615728,Feature,8,spain,3,2261
0.9632656273576048,20.18982260366787,15.715712,0.17094758,DNN,16,germany,3,46982
0.9045129329073084,45.656961193981694,33.668568,0.14196417,DNN,8,belgium,2,40838
0.9534100891284092,10.719287736488685,7.379976,0.15425172,Time,24,spain,3,1890
0.8975334600573617,13.098092535792068,9.62198,0.07277702,DNN,24,spain,2,49925
0.8790571157418839,27.38513386201764,18.573286,0.12933443,Feature,16,netherlands,1,4694
0.9562298536483386,21.17833806449005,14.879109,0.151406,Feature,8,netherlands,3,2350
0.974568065462056,16.90389236680231,11.842924,0.114427336,Feature,24,france,3,6773
0.9297501605467252,39.16132654890935,26.642786,0.120207615,Independent,8,belgium,2,12630
0.8434111338084616,14.459175781566062,11.314832,0.22056974,DNN,8,france,4,39685
0.8614434011656338,16.847392238686098,11.280609,0.24701102,Time,8,netherlands,5,1836
0.9362876901760396,37.08713313719378,26.001831,0.11525356,Time,24,belgium,2,2412
0.9164755310039376,43.7177922741774,32.98041,0.1523053,DNN,24,netherlands,2,53126
0.9077053955754192,46.09535219673048,34.127785,0.15325536,DNN,16,netherlands,2,46982
0.9265900612079156,41.97043549994076,29.807146,0.088766724,Feature,8,france,2,2261
0.9835595589511504,13.496057570501431,9.921811,0.1267301,LSTM,8,germany,3,329206
0.9575186492494367,18.488468184534565,12.79549,0.124075934,Independent,24,germany,1,37878
0.6563603748745128,24.403624018460352,18.793287,0.33471134,DNN,16,france,5,44805
0.9629078409766616,20.66704329280792,14.939201,0.15730862,LSTM,16,belgium,3,329206
0.9624250716830284,20.80348977377541,15.214013,0.15818194,LSTM,8,belgium,3,329206
0.8836993678947382,12.246622048014467,9.258808,0.20924264,DNN,8,spain,4,39685
0.9750495553798288,16.62605913273366,12.475876,0.14756462,DNN,8,germany,3,40838
0.8591545634725629,16.952862181142525,11.972209,0.25611237,Time,16,netherlands,5,2124
0.9482664215302572,23.050660441239938,16.626226,0.16069445,LSTM,24,netherlands,3,329206
0.9698691828431376,18.629130270329483,12.965821,0.1311914,Feature,8,belgium,3,2350
0.8881982846151528,49.12876198222636,37.568546,0.15001191,DNN,24,belgium,2,53126
0.9560226195355596,14.75800584673504,9.785952,0.06152866,Feature,24,spain,1,6773
0.5954161052603973,30.665621974676306,19.531715,0.29038584,LSTM,8,netherlands,4,329206
0.8955594009147261,13.963576756335682,10.434172,0.23808618,Time,16,belgium,5,2124
0.8533092906423112,13.731503339400277,10.755162,0.24191651,DNN,16,spain,4,44805
0.9511059931518812,15.56111843610291,10.579837,0.06507914,SCINet,24,spain,1,5904
0.8256442963018333,15.257422970098082,12.454484,0.24826042,Independent,8,france,4,10485
0.890205587934167,14.305337637977072,10.576055,0.23231076,Time,8,belgium,5,1836
0.9415786593704676,36.56260349878513,25.70488,0.131044,Feature,24,netherlands,2,7038
0.9128776104276766,10.59961711263998,7.6366315,0.19530119,Feature,8,spain,4,2261
0.7244035236752652,81.32102964966226,54.33814,0.15007177,LSTM,8,france,2,328205
0.9120992414249832,10.833265881450668,8.376946,0.1796533,Time,8,france,4,1490
0.8897032980538001,26.07628064178968,17.958961,0.12566347,Independent,24,netherlands,1,37878
0.893885880862837,13.313989976771143,8.997673,0.06669454,Time,8,spain,2,1490
0.9633874808193216,30.524620249992463,21.047108,0.10964816,Feature,8,germany,2,2350
0.9225288210205184,42.24378190189652,30.67954,0.14444216,DNN,8,netherlands,2,40838
0.9193232465567794,43.94247838083327,31.426079,0.091156214,LSTM,24,france,2,328205
0.8585221644859496,13.700058005551243,10.840481,0.21324201,DNN,24,france,4,49925
0.9623543664134888,30.95228892106568,21.446226,0.11109293,Time,8,germany,2,1836
0.64234820203344,58.52515985401065,15.087333,0.07089254,SCINet,8,france,1,5888
0.8940275260253858,13.31180825025667,9.237664,0.06784763,Time,16,spain,2,1690
0.9344338548530924,39.61413617834232,28.15383,0.085130125,Time,24,france,2,1890
0.8968108161039199,13.372722110896996,10.514747,0.25065866,Feature,16,france,5,4517
0.7824926191969133,72.19106457649382,50.63749,0.13675669,LSTM,16,france,2,328205
0.9261575221960102,13.47376216376492,9.413182,0.17730965,LSTM,8,spain,3,328205
0.977907930053218,15.67429382583077,11.819541,0.14940634,DNN,24,germany,3,53126
0.9819804945389206,14.140592627725376,10.44765,0.13487001,LSTM,16,germany,3,329206
0.8215269053709522,20.367319356113267,13.864296,0.24264444,Feature,8,netherlands,4,2350
0.6903747723631002,26.78817050680323,16.273035,0.27768996,LSTM,16,netherlands,4,329206
0.8664566224571605,15.199852209878504,11.462465,0.25802916,DNN,8,france,5,39685
0.9204733642621988,14.004780089542471,10.42109,0.18456948,DNN,24,spain,3,49925
0.8344101590649319,15.547119384071705,11.472203,0.23528966,LSTM,24,belgium,4,329206
0.8231076887388408,62.00793603128051,49.145283,0.18763523,DNN,16,belgium,2,46982
0.9391805112468536,37.41884447541105,26.037966,0.13217255,SCINet,16,netherlands,2,8416
0.9340848513917268,9.205574784699715,6.627071,0.1790881,Time,24,spain,4,1890
0.9700422054882072,27.52045470638328,19.303608,0.10132727,Feature,24,germany,2,7038
0.8600602601423437,13.638418327202514,10.409282,0.20081224,Time,16,france,4,1690
0.898444723047098,13.548972701090028,8.249347,0.18113926,LSTM,8,germany,4,329206
0.8608291373506831,15.857591590767193,10.751072,0.22244114,DNN,16,germany,4,46982
0.918333784831414,12.147426982690808,8.109917,0.18415311,Feature,16,germany,4,4694
0.9517853094316364,10.895138739673683,7.5327487,0.15595217,Feature,16,spain,3,4517
0.963632846894588,19.32643627045648,13.342661,0.13524017,Time,24,netherlands,3,2412
0.7159437031205715,20.417099222804108,14.970496,0.2776911,LSTM,8,belgium,4,329206
0.8882932880203016,13.901697266508446,10.685318,0.27691254,Independent,8,france,5,10485
0.7483187036404133,49.06528405715568,14.669547,0.06915677,SCINet,16,france,1,5896
0.7442399064499308,19.331198914315785,14.564006,0.2721668,LSTM,16,belgium,4,329206
0.8672775683359945,13.062624405994008,10.162639,0.23486099,DNN,24,spain,4,49925
0.930673932347103,13.06445765085323,9.255843,0.18456319,LSTM,16,spain,3,328205
0.8797393592937027,14.424140595168216,11.073748,0.28114548,Time,8,france,5,1490
0.9733225000826904,17.5445043061255,12.086725,0.12662026,Time,24,belgium,3,2412
0.965028583649646,19.80036703983311,14.097312,0.1266862,Independent,16,france,3,20965
0.9055950886835404,26.41805394458021,16.992014,0.12996867,SCINet,24,belgium,1,8424
0.9388312837668338,37.5368129854089,25.74832,0.13144267,SCINet,8,netherlands,2,8408
0.946932686924732,16.258375620953995,10.888213,0.06638926,Independent,8,spain,1,10485
0.9622022069879304,30.97775060773206,21.748425,0.11101498,Time,16,germany,2,2124
0.9555835838268436,22.638115048070755,17.210974,0.17062432,DNN,24,belgium,3,53126
0.9252256855768856,27.71234930855229,20.66663,0.19738026,DNN,24,netherlands,3,53126
0.925694434731702,28.848608068674647,16.33599,0.14414172,LSTM,8,france,3,328205
0.8883764758167243,12.169033360329188,9.265476,0.18527222,Feature,24,france,4,6773
0.96045188039652,31.68688747558878,22.17915,0.10899178,Independent,16,germany,2,25254
0.8999266552842886,13.44690293742014,8.39392,0.18888578,LSTM,16,germany,4,329206
0.9438255382730232,9.315179426560896,6.7419753,0.17336856,Feature,8,spain,5,2261
0.967811643869875,19.25468962382322,13.538833,0.13896172,Independent,8,belgium,3,12630
0.8482367489373489,17.632032790414883,12.415422,0.2579934,LSTM,8,netherlands,5,329206
0.9436180571940636,9.332366030385735,6.9774246,0.17408064,DNN,8,spain,5,39685
0.8253544557271881,16.009235577606347,11.737401,0.21458918,Feature,8,belgium,4,2350
0.8649161299236272,15.633660685698244,10.640129,0.2188659,DNN,24,germany,4,53126
0.7636477139158965,23.421743401481532,15.110488,0.2855124,LSTM,24,netherlands,4,329206
0.9597260724015064,18.066367820905075,12.442322,0.12728365,SCINet,8,germany,1,8408
0.933057741973298,38.14547029854101,26.141768,0.11819066,Feature,16,belgium,2,4694
0.8933173556334565,28.1436992959098,18.49303,0.14132546,SCINet,16,belgium,1,8416
0.8819507482316845,14.607864122241388,9.6004305,0.2107273,DNN,8,germany,4,40838
0.9646141963204868,19.06389595298532,12.905772,0.13167632,Feature,24,netherlands,3,7038
0.9586093774918936,21.83424076592128,15.922954,0.1719572,DNN,8,belgium,3,40838
0.927163311178382,39.87584032470742,27.354359,0.12124044,SCINet,8,belgium,2,8408
0.9683099663352296,28.304926855184483,20.083836,0.10455321,Time,24,germany,2,2412
0.8408252210561041,14.327235203593942,10.148249,0.2259786,LSTM,8,spain,4,328205
0.8992443885051958,13.7064579354311,9.847769,0.23217176,LSTM,24,belgium,5,329206
0.9138730722553018,12.0084370517068,8.507891,0.064055905,LSTM,24,spain,2,328205
0.9225316215446824,10.950900691365456,8.383199,0.21295963,DNN,16,spain,5,44805
0.9493482355733324,8.86458567624149,6.633626,0.18669637,Time,24,spain,5,1890
0.9789121787833068,15.285020983141573,10.599889,0.13967267,Time,8,germany,3,1836
0.8981853142748106,13.28335978187471,10.245308,0.24910063,Time,16,france,5,1690
0.9435713166282363,35.93364958992563,25.000969,0.1273812,SCINet,24,netherlands,2,8424
0.9532034503409684,19.474476077827084,13.266023,0.12747924,Independent,8,germany,1,12630
0.9159075204703692,13.693838942224565,8.422298,0.22563082,LSTM,8,germany,5,329206
0.967521967851145,19.07256314172067,13.208685,0.11984641,Feature,8,france,3,2261
0.9796128467773184,15.028944445388642,10.211452,0.13229948,Feature,8,germany,3,2350
0.9073309214431,12.456166430861474,8.432927,0.061442923,Independent,24,spain,2,31445
0.852573102096335,17.37830524429993,11.91117,0.25308403,Feature,8,netherlands,5,2350
0.9312891927399136,39.7723717262923,27.89723,0.13818562,Feature,16,netherlands,2,4694
0.6597408360451235,56.910312698194254,13.026758,0.060506172,Independent,24,france,1,31445
0.9384632236966683,9.770763491860151,7.4918175,0.18279287,DNN,24,spain,5,49925
0.9249400362340604,9.82247514969655,7.1283164,0.18830594,Feature,16,spain,4,4517
0.8135058415511559,17.98865066463783,13.762105,0.29013076,DNN,24,france,5,49925
0.9335039777040188,26.10563679477935,19.66721,0.19192885,DNN,16,netherlands,3,46982
0.918215966877721,28.949239569972946,21.779802,0.20688517,DNN,8,netherlands,3,40838
0.8841560543143463,16.02129758535055,11.386327,0.26245353,DNN,16,germany,5,46982
0.9570292239629992,20.98405796018879,14.676764,0.14873183,Independent,8,netherlands,3,12630
0.9004911480274751,12.89945542716369,8.91769,0.06526718,Independent,16,spain,2,20965
0.94831755614521,11.27216309173184,7.571642,0.16060115,Time,8,spain,3,1490
0.8767906662039786,16.910680955274795,11.076869,0.21932635,Time,24,netherlands,4,2412
0.9486680765315764,11.241825779231144,7.76325,0.15795374,Time,16,spain,3,1690
0.8951898940589038,13.988256160966053,10.178629,0.235652,LSTM,16,belgium,5,329206
0.6976843989924151,53.64341266787796,14.258755,0.066058174,SCINet,24,france,1,5904
0.8900879497199321,28.56649572023798,18.982788,0.14384364,Independent,16,belgium,1,25254
0.9821379536771304,14.094036361593298,10.161709,0.12970378,LSTM,24,germany,3,329206
0.8912224148473601,15.574579782465742,10.215824,0.25593793,DNN,8,germany,5,40838
0.9059658125934424,13.23886907628236,9.452203,0.22320302,LSTM,8,belgium,5,329206
0.8905525853929508,15.572694189551436,10.504224,0.2574445,Feature,16,germany,5,4694
0.8718557373290895,16.170417167080814,11.092856,0.24828592,LSTM,16,netherlands,5,329206
0.93863596010068,36.39724942389192,25.037443,0.1125957,Feature,24,belgium,2,7038
0.9726417438322692,17.532393637497314,12.544077,0.12253145,Time,24,france,3,1890
0.9455160065190767,24.7144581846209,13.931452,0.12278562,LSTM,16,france,3,328205
0.9037553249840832,26.67422963024776,17.25835,0.1345965,Independent,24,belgium,1,37878
0.816464109904866,16.41165368599351,11.960064,0.21231025,Independent,8,belgium,4,12630
0.8730496058081184,17.16549372446617,11.5029545,0.22555108,Feature,24,netherlands,4,7038
0.8901098609538683,11.884916321199492,8.30377,0.20191851,LSTM,16,spain,4,328205
0.873096011885945,15.977453558586763,11.106992,0.24087103,LSTM,24,netherlands,5,329206
0.9064017566153652,14.40107286483209,8.768484,0.22473295,LSTM,16,germany,5,329206
0.8887993856106615,12.740506695742434,9.587889,0.19245012,Time,24,belgium,4,2412
0.9821373762373417,14.094264255792474,9.478751,0.12559097,Feature,24,germany,3,7038
0.8382832028929761,19.387644720859356,13.016378,0.23122752,Independent,8,netherlands,4,12630
0.8953514217613922,13.966083861021524,10.247517,0.23821174,Feature,8,belgium,5,2350
0.834993475730031,15.519712157578876,12.132252,0.24964823,DNN,24,belgium,4,53126
0.9541641953453424,22.974164965442707,16.495016,0.15777065,DNN,16,belgium,3,46982
0.8683341129747084,28.57336085733692,19.579178,0.13368252,Independent,16,netherlands,1,25254
0.8108007607462292,20.955546239907243,14.000804,0.2567548,DNN,24,netherlands,4,53126
0.9070970577804636,12.47187509787647,8.355235,0.061560053,Feature,24,spain,2,6773
0.9176429648960344,10.288856730217471,7.5358233,0.19494595,Time,16,spain,4,1690
0.9069323135570488,10.955311599123354,8.11255,0.19933735,Time,8,spain,4,1490
0.713069154739117,25.82474905152456,17.557861,0.29853782,DNN,8,netherlands,4,40838
0.8807064481119151,12.620355639396369,9.823576,0.2060426,Feature,8,france,4,2261
0.8917970157588201,13.44439491984456,8.897331,0.066311345,SCINet,8,spain,2,5888
0.754088124440077,18.996849200354664,14.123845,0.24182524,DNN,8,belgium,4,40838
0.9736232057152812,17.215039194346627,12.560443,0.13376226,LSTM,24,france,3,328205
0.8927529646135175,11.966185930065212,8.894814,0.19051461,LSTM,8,france,4,328205
0.7829490113703328,22.42878677223132,15.3317175,0.2720012,DNN,16,netherlands,4,46982
0.9660967807138252,19.758673586168825,13.933803,0.13707677,Feature,16,belgium,3,4694
0.9780497088210874,15.60688842885295,10.52222,0.1338252,Time,16,germany,3,2124
0.8213644317095614,16.155722043174922,12.560922,0.23085551,DNN,16,belgium,4,46982
0.9555348043612184,21.347477197899607,14.928001,0.14745516,Feature,16,netherlands,3,4694
0.916424616752718,12.291200445783868,8.148644,0.18517077,Time,8,germany,4,1836
0.9133331546068711,12.516463157601107,8.52793,0.19107707,Feature,8,germany,4,2350
0.9599207605984782,17.979115556428415,12.781624,0.12659171,SCINet,16,germany,1,8416
0.8875230881772427,13.707344614720924,9.474233,0.069539614,Independent,8,spain,2,10485
0.9813342126063908,14.407642752294157,9.864545,0.13346721,Time,24,germany,3,2412
0.912521365895632,12.320177502034646,9.362711,0.22767167,Feature,24,france,5,6773
0.941697662377153,9.489967670606688,6.8669724,0.17687964,LSTM,8,spain,5,328205
0.94669134696322,9.084194970750108,6.4552608,0.1766277,Feature,16,spain,5,4517
0.9069674553250044,14.306112004952364,9.422515,0.24101055,DNN,24,germany,5,53126
0.8756466562021876,15.816072444921584,11.150889,0.23888348,Time,24,netherlands,5,2412
0.9027038965119484,13.46652989333793,9.878732,0.22944231,Independent,8,belgium,5,12630
0.957571169302196,20.85292576449293,14.728059,0.14749788,SCINet,16,netherlands,3,8416
0.9199857458531128,43.76168370775397,30.36699,0.086158484,SCINet,24,france,2,5904
0.9636813307022074,30.401879744387312,20.784994,0.10622434,SCINet,8,germany,2,8408
0.9599175040022638,20.26657142282157,13.7202215,0.13784564,SCINet,8,netherlands,3,8408
0.9213544968020636,11.92877549518194,8.115904,0.18781205,Feature,24,germany,4,7038
0.9364724271018326,39.01463630104893,27.129244,0.080633946,SCINet,16,france,2,5896
0.9136516460152146,12.688714631668024,9.481995,0.22070305,Time,24,belgium,5,2412
0.9487240010926696,8.909322215458772,6.362331,0.17322761,LSTM,16,spain,5,328205
0.8905347258351174,14.83911882935897,10.062716,0.22588854,Feature,24,netherlands,5,7038
0.9387461597541532,37.43846350753042,26.576725,0.13337773,Independent,24,netherlands,2,37878
0.9700694502944338,27.507937863602432,19.111416,0.09959427,Independent,24,germany,2,37878
0.9078817444501812,12.910164523446667,7.6923532,0.18314107,LSTM,24,germany,4,329206
0.872600888381952,13.000541088874556,10.007849,0.19881913,Time,24,france,4,1890
0.9402687110522724,36.03244760314566,24.778187,0.11339883,SCINet,16,belgium,2,8416
0.898316439229846,49.39595579821034,33.511612,0.09303384,SCINet,8,france,2,5888
0.9385714923308518,12.30849581443107,8.731018,0.16726674,LSTM,24,spain,3,328205
0.9108813387608102,14.001949719494982,8.976406,0.2310402,Feature,24,germany,5,7038
0.9394241826923302,36.16273338857024,24.894762,0.113163844,Independent,24,belgium,2,37878
0.8651173991109251,15.858735651367702,11.935696,0.2642073,DNN,24,belgium,5,53126
